Filename,Path,Size (KB)
acne-urticata-3.jpg,Rashes Dataset\acne-urticata-3.jpg,27.53
acropustulosis.jpg,Rashes Dataset\acropustulosis.jpg,40.6
acropustulosis1.jpg,Rashes Dataset\acropustulosis1.jpg,28.52
acropustulosis2.jpg,Rashes Dataset\acropustulosis2.jpg,28.06
acute-eczema-016.jpg,Rashes Dataset\acute-eczema-016.jpg,54.69
adult-onset-still-disease-5.jpg,Rashes Dataset\adult-onset-still-disease-5.jpg,32.5
AGEP-017.jpg,Rashes Dataset\AGEP-017.jpg,38.27
AGEP-mouth.jpg,Rashes Dataset\AGEP-mouth.jpg,38.22
allergic-contact-dermatitis-00002.jpg,Rashes Dataset\allergic-contact-dermatitis-00002.jpg,44.8
allergic-contact-dermatitis-0005.jpg,Rashes Dataset\allergic-contact-dermatitis-0005.jpg,25.16
allergic-contact-dermatitis-0006.jpg,Rashes Dataset\allergic-contact-dermatitis-0006.jpg,30.1
allergic-contact-dermatitis-0008.jpg,Rashes Dataset\allergic-contact-dermatitis-0008.jpg,24.2
allergic-contact-dermatitis-0009.jpg,Rashes Dataset\allergic-contact-dermatitis-0009.jpg,24.09
allergic-contact-dermatitis-0010.jpg,Rashes Dataset\allergic-contact-dermatitis-0010.jpg,23.92
allergic-contact-dermatitis-0011.jpg,Rashes Dataset\allergic-contact-dermatitis-0011.jpg,24.51
allergic-contact-dermatitis-0012.jpg,Rashes Dataset\allergic-contact-dermatitis-0012.jpg,31.55
allergic-contact-dermatitis-0014.jpg,Rashes Dataset\allergic-contact-dermatitis-0014.jpg,26.93
allergic-contact-dermatitis-0016.jpg,Rashes Dataset\allergic-contact-dermatitis-0016.jpg,24.52
allergic-contact-dermatitis-0019.jpg,Rashes Dataset\allergic-contact-dermatitis-0019.jpg,21.93
allergic-contact-dermatitis-0020.jpg,Rashes Dataset\allergic-contact-dermatitis-0020.jpg,22.3
allergic-contact-dermatitis-0021.jpg,Rashes Dataset\allergic-contact-dermatitis-0021.jpg,26.6
allergic-contact-dermatitis-0022.jpg,Rashes Dataset\allergic-contact-dermatitis-0022.jpg,27.08
allergic-contact-dermatitis-0023.jpg,Rashes Dataset\allergic-contact-dermatitis-0023.jpg,24.35
allergic-contact-dermatitis-0025.jpg,Rashes Dataset\allergic-contact-dermatitis-0025.jpg,71.95
allergic-contact-dermatitis-0026.jpg,Rashes Dataset\allergic-contact-dermatitis-0026.jpg,53.09
allergic-contact-dermatitis-0027.jpg,Rashes Dataset\allergic-contact-dermatitis-0027.jpg,57.47
allergic-contact-dermatitis-0028.jpg,Rashes Dataset\allergic-contact-dermatitis-0028.jpg,59.05
allergic-contact-dermatitis-0029.jpg,Rashes Dataset\allergic-contact-dermatitis-0029.jpg,50.62
allergic-contact-dermatitis-0031.jpg,Rashes Dataset\allergic-contact-dermatitis-0031.jpg,33.15
allergic-contact-dermatitis-0036.jpg,Rashes Dataset\allergic-contact-dermatitis-0036.jpg,75.45
allergic-contact-dermatitis-0040.jpg,Rashes Dataset\allergic-contact-dermatitis-0040.jpg,74.94
allergic-contact-dermatitis-0041.jpg,Rashes Dataset\allergic-contact-dermatitis-0041.jpg,38.35
allergic-contact-dermatitis-0043.jpg,Rashes Dataset\allergic-contact-dermatitis-0043.jpg,52.42
annular-erythema-02-v2.jpg,Rashes Dataset\annular-erythema-02-v2.jpg,22.45
annular-erythema-02.jpg,Rashes Dataset\annular-erythema-02.jpg,22.44
annular-erythema-03.jpg,Rashes Dataset\annular-erythema-03.jpg,29.96
annular-erythema-06.jpg,Rashes Dataset\annular-erythema-06.jpg,35.26
annular-erythema-12.jpg,Rashes Dataset\annular-erythema-12.jpg,19.24
annular-erythema-16.jpg,Rashes Dataset\annular-erythema-16.jpg,18.37
annular-erythema-17.jpg,Rashes Dataset\annular-erythema-17.jpg,19.48
annular-erythema-24.jpg,Rashes Dataset\annular-erythema-24.jpg,39.57
annular-erythema-25.jpg,Rashes Dataset\annular-erythema-25.jpg,34.42
annular-erythema-26.jpg,Rashes Dataset\annular-erythema-26.jpg,17.09
annular-erythema-27.jpg,Rashes Dataset\annular-erythema-27.jpg,21.92
annular-erythema-28.jpg,Rashes Dataset\annular-erythema-28.jpg,21.36
annular-erythema-29.jpg,Rashes Dataset\annular-erythema-29.jpg,62.69
annular-erythema-31.jpg,Rashes Dataset\annular-erythema-31.jpg,31.66
annular-erythema-32.jpg,Rashes Dataset\annular-erythema-32.jpg,38.34
apec2.jpg,Rashes Dataset\apec2.jpg,34.48
apec3.jpg,Rashes Dataset\apec3.jpg,24.8
apec4.jpg,Rashes Dataset\apec4.jpg,38.9
atopic-dermatitis-0002.jpg,Rashes Dataset\atopic-dermatitis-0002.jpg,29.75
atopic-dermatitis-0016.jpg,Rashes Dataset\atopic-dermatitis-0016.jpg,34.86
atopic-dermatitis-0035.jpg,Rashes Dataset\atopic-dermatitis-0035.jpg,45.46
atopic-dermatitis-0036.jpg,Rashes Dataset\atopic-dermatitis-0036.jpg,32.1
atopic-dermatitis-0039.jpg,Rashes Dataset\atopic-dermatitis-0039.jpg,45.5
atopic-dermatitis-0044.jpg,Rashes Dataset\atopic-dermatitis-0044.jpg,24.46
atopic-eczema-02.jpg,Rashes Dataset\atopic-eczema-02.jpg,20.46
atrophie-blanche-0029.jpg,Rashes Dataset\atrophie-blanche-0029.jpg,49.35
atypical-mycobacteria-infection-0002.jpg,Rashes Dataset\atypical-mycobacteria-infection-0002.jpg,32.19
autonomic-denervation-dermatitis-0001.jpg,Rashes Dataset\autonomic-denervation-dermatitis-0001.jpg,64.11
autonomic-denervation-dermatitis-0002.jpg,Rashes Dataset\autonomic-denervation-dermatitis-0002.jpg,62.74
autonomic-denervation-dermatitis-0003.jpg,Rashes Dataset\autonomic-denervation-dermatitis-0003.jpg,63.58
bamboo-caterpillar1.jpg,Rashes Dataset\bamboo-caterpillar1.jpg,55.51
bamboo-caterpillar2.jpg,Rashes Dataset\bamboo-caterpillar2.jpg,52.71
behcet-disease-0020.jpg,Rashes Dataset\behcet-disease-0020.jpg,29.03
behcet-disease-0023.jpg,Rashes Dataset\behcet-disease-0023.jpg,43.1
behcet-disease-0026.jpg,Rashes Dataset\behcet-disease-0026.jpg,35.39
behcet-disease-0032.jpg,Rashes Dataset\behcet-disease-0032.jpg,26.01
behcet-disease-0034.jpg,Rashes Dataset\behcet-disease-0034.jpg,42.35
behcet-disease-0036.jpg,Rashes Dataset\behcet-disease-0036.jpg,32.28
behcet-disease-0037.jpg,Rashes Dataset\behcet-disease-0037.jpg,43.73
blaschko-03.jpg,Rashes Dataset\blaschko-03.jpg,20.09
blaschko1.jpg,Rashes Dataset\blaschko1.jpg,28.18
bowel-bypass1.jpg,Rashes Dataset\bowel-bypass1.jpg,22.92
bowel-bypass2.jpg,Rashes Dataset\bowel-bypass2.jpg,29.05
bowel-bypass3.jpg,Rashes Dataset\bowel-bypass3.jpg,31.57
bullous-pemphigoid-00090.jpg,Rashes Dataset\bullous-pemphigoid-00090.jpg,36.42
caps-1.jpg,Rashes Dataset\caps-1.jpg,27.09
caps-2.jpg,Rashes Dataset\caps-2.jpg,22.59
chemotherapy-chest-rash.jpg,Rashes Dataset\chemotherapy-chest-rash.jpg,56.6
chronic-actinic-dermatitis-0001.jpg,Rashes Dataset\chronic-actinic-dermatitis-0001.jpg,62.83
chronic-actinic-dermatitis-0002.jpg,Rashes Dataset\chronic-actinic-dermatitis-0002.jpg,70.63
chronic-actinic-dermatitis-0003.jpg,Rashes Dataset\chronic-actinic-dermatitis-0003.jpg,38.58
chronic-actinic-dermatitis-0004.jpg,Rashes Dataset\chronic-actinic-dermatitis-0004.jpg,45.48
chronic-actinic-dermatitis-0009.jpg,Rashes Dataset\chronic-actinic-dermatitis-0009.jpg,39.57
chronic-actinic-dermatitis-0013.jpg,Rashes Dataset\chronic-actinic-dermatitis-0013.jpg,40.13
chronic-actinic-dermatitis-0014.jpg,Rashes Dataset\chronic-actinic-dermatitis-0014.jpg,38.58
chronic-actinic-dermatitis-0015.jpg,Rashes Dataset\chronic-actinic-dermatitis-0015.jpg,41.54
chronic-actinic-dermatitis-0016.jpg,Rashes Dataset\chronic-actinic-dermatitis-0016.jpg,78.01
chronic-actinic-dermatitis-0017.jpg,Rashes Dataset\chronic-actinic-dermatitis-0017.jpg,60.9
chronic-actinic-dermatitis-0018.jpg,Rashes Dataset\chronic-actinic-dermatitis-0018.jpg,70.9
chronic-actinic-dermatitis-0019.jpg,Rashes Dataset\chronic-actinic-dermatitis-0019.jpg,76.98
chronic-actinic-dermatitis-0021.jpg,Rashes Dataset\chronic-actinic-dermatitis-0021.jpg,65.33
conn-dm1.jpg,Rashes Dataset\conn-dm1.jpg,72.46
conn-le3.jpg,Rashes Dataset\conn-le3.jpg,47.42
covid-1.jpg,Rashes Dataset\covid-1.jpg,30.13
COVID-19-rash-1.jpg,Rashes Dataset\COVID-19-rash-1.jpg,22.68
COVID-19-rash-2.jpg,Rashes Dataset\COVID-19-rash-2.jpg,41.5
covid-19-skin-rash-00001.jpg,Rashes Dataset\covid-19-skin-rash-00001.jpg,45.25
covid-19-skin-rash-00002.jpg,Rashes Dataset\covid-19-skin-rash-00002.jpg,46.9
covid-19-skin-rash-00003.jpg,Rashes Dataset\covid-19-skin-rash-00003.jpg,35.85
covid-19-skin-rash-00004.jpg,Rashes Dataset\covid-19-skin-rash-00004.jpg,58.24
covid-19-skin-rash-00005.jpg,Rashes Dataset\covid-19-skin-rash-00005.jpg,62.24
covid-19-skin-rash-00006.jpg,Rashes Dataset\covid-19-skin-rash-00006.jpg,63.36
covid-19-skin-rash-00007.jpg,Rashes Dataset\covid-19-skin-rash-00007.jpg,63.52
covid-19-skin-rash-00008.jpg,Rashes Dataset\covid-19-skin-rash-00008.jpg,39.82
covid-19-skin-rash-00009.jpg,Rashes Dataset\covid-19-skin-rash-00009.jpg,39.73
covid-2.jpg,Rashes Dataset\covid-2.jpg,32.12
covid-4.jpg,Rashes Dataset\covid-4.jpg,36.73
covid-5.jpg,Rashes Dataset\covid-5.jpg,51.28
covid-6.jpg,Rashes Dataset\covid-6.jpg,47.94
covid-7.jpg,Rashes Dataset\covid-7.jpg,46.55
covid-8.jpg,Rashes Dataset\covid-8.jpg,45.7
COVID-foot-1.jpg,Rashes Dataset\COVID-foot-1.jpg,23.71
COVID-foot-3.jpg,Rashes Dataset\COVID-foot-3.jpg,25.24
COVID-hand-dermatitis-02.jpg,Rashes Dataset\COVID-hand-dermatitis-02.jpg,42.29
COVID-red-face.jpg,Rashes Dataset\COVID-red-face.jpg,23.87
cutaneous-mastocytosis-0001.jpg,Rashes Dataset\cutaneous-mastocytosis-0001.jpg,28.72
cutaneous-mastocytosis-0002.jpg,Rashes Dataset\cutaneous-mastocytosis-0002.jpg,37.23
cutaneous-mastocytosis-0003.jpg,Rashes Dataset\cutaneous-mastocytosis-0003.jpg,47.6
cutaneous-mastocytosis-0004.jpg,Rashes Dataset\cutaneous-mastocytosis-0004.jpg,60.8
cutaneous-mastocytosis-0005.jpg,Rashes Dataset\cutaneous-mastocytosis-0005.jpg,54.49
cutaneous-mastocytosis-0008.jpg,Rashes Dataset\cutaneous-mastocytosis-0008.jpg,40.75
cutaneous-mastocytosis-0009.jpg,Rashes Dataset\cutaneous-mastocytosis-0009.jpg,41.8
cutaneous-mastocytosis-0010.jpg,Rashes Dataset\cutaneous-mastocytosis-0010.jpg,54.2
cutaneous-mastocytosis-0016.jpg,Rashes Dataset\cutaneous-mastocytosis-0016.jpg,30.27
cutaneous-mastocytosis-0017.jpg,Rashes Dataset\cutaneous-mastocytosis-0017.jpg,41.04
cutaneous-mastocytosis-0020.jpg,Rashes Dataset\cutaneous-mastocytosis-0020.jpg,29.27
cutaneous-mastocytosis-0022.jpg,Rashes Dataset\cutaneous-mastocytosis-0022.jpg,30.42
cutaneous-mastocytosis-0024.jpg,Rashes Dataset\cutaneous-mastocytosis-0024.jpg,28.21
cutaneous-mastocytosis-0025.jpg,Rashes Dataset\cutaneous-mastocytosis-0025.jpg,36.43
cutaneous-mastocytosis-0026.jpg,Rashes Dataset\cutaneous-mastocytosis-0026.jpg,27.94
cutaneous-mastocytosis-0029.jpg,Rashes Dataset\cutaneous-mastocytosis-0029.jpg,54.21
cutaneous-mastocytosis-0030.jpg,Rashes Dataset\cutaneous-mastocytosis-0030.jpg,30.8
darier2.jpg,Rashes Dataset\darier2.jpg,20.4
deep-ga.jpg,Rashes Dataset\deep-ga.jpg,30.27
deep-ga2.jpg,Rashes Dataset\deep-ga2.jpg,25.77
DeepGAFigure5.jpg,Rashes Dataset\DeepGAFigure5.jpg,58.03
DeepGAFigure6.jpg,Rashes Dataset\DeepGAFigure6.jpg,65.52
DeepGAFigure7.jpg,Rashes Dataset\DeepGAFigure7.jpg,76.72
DeepGAFigure8.jpg,Rashes Dataset\DeepGAFigure8.jpg,63.32
DeepGAFigure9.jpg,Rashes Dataset\DeepGAFigure9.jpg,98.31
dengue-fever-0001.jpg,Rashes Dataset\dengue-fever-0001.jpg,55.28
dengue-fever-0002.jpg,Rashes Dataset\dengue-fever-0002.jpg,73.99
dengue-rash-01.jpg,Rashes Dataset\dengue-rash-01.jpg,45.06
dermatitis-herpetiformis-0001.jpg,Rashes Dataset\dermatitis-herpetiformis-0001.jpg,36.97
dermatitis-herpetiformis-0003.jpg,Rashes Dataset\dermatitis-herpetiformis-0003.jpg,54.37
dermatitis-herpetiformis-0004.jpg,Rashes Dataset\dermatitis-herpetiformis-0004.jpg,61.6
dermatitis-herpetiformis-0005.jpg,Rashes Dataset\dermatitis-herpetiformis-0005.jpg,59.69
dermatitis-herpetiformis-0008.jpg,Rashes Dataset\dermatitis-herpetiformis-0008.jpg,40.23
dermatitis-herpetiformis-0009.jpg,Rashes Dataset\dermatitis-herpetiformis-0009.jpg,51.93
dermatitis-herpetiformis-0010.jpg,Rashes Dataset\dermatitis-herpetiformis-0010.jpg,40.69
dermatitis-herpetiformis-0011.jpg,Rashes Dataset\dermatitis-herpetiformis-0011.jpg,65.63
dermatitis-herpetiformis-0012.jpg,Rashes Dataset\dermatitis-herpetiformis-0012.jpg,62.07
dermatitis-herpetiformis-0014.jpg,Rashes Dataset\dermatitis-herpetiformis-0014.jpg,50.97
dermatitis-herpetiformis-0015.jpg,Rashes Dataset\dermatitis-herpetiformis-0015.jpg,71.61
dermatitis-herpetiformis-0016.jpg,Rashes Dataset\dermatitis-herpetiformis-0016.jpg,48.58
dermatitis-herpetiformis-0017.jpg,Rashes Dataset\dermatitis-herpetiformis-0017.jpg,40.69
dermatitis-herpetiformis-0018.jpg,Rashes Dataset\dermatitis-herpetiformis-0018.jpg,44.08
dermatitis-herpetiformis-0019.jpg,Rashes Dataset\dermatitis-herpetiformis-0019.jpg,48.83
dermatitis-herpetiformis-0020.jpg,Rashes Dataset\dermatitis-herpetiformis-0020.jpg,57.29
dermatitis-herpetiformis-0021.jpg,Rashes Dataset\dermatitis-herpetiformis-0021.jpg,62.01
dermatitis-herpetiformis-0023.jpg,Rashes Dataset\dermatitis-herpetiformis-0023.jpg,34.63
dermatitis-herpetiformis-0024.jpg,Rashes Dataset\dermatitis-herpetiformis-0024.jpg,31.46
dermatitis-herpetiformis-0025.jpg,Rashes Dataset\dermatitis-herpetiformis-0025.jpg,34.18
dermatitis-herpetiformis-0026.jpg,Rashes Dataset\dermatitis-herpetiformis-0026.jpg,33.09
dermatitis-herpetiformis-0027.jpg,Rashes Dataset\dermatitis-herpetiformis-0027.jpg,22.46
dermatitis-herpetiformis-0028.jpg,Rashes Dataset\dermatitis-herpetiformis-0028.jpg,33.99
dermatitis-herpetiformis-0029.jpg,Rashes Dataset\dermatitis-herpetiformis-0029.jpg,50.71
dermatitis-herpetiformis-0030.jpg,Rashes Dataset\dermatitis-herpetiformis-0030.jpg,32.33
dermatitis-herpetiformis-0031.jpg,Rashes Dataset\dermatitis-herpetiformis-0031.jpg,22.94
dermatitis-herpetiformis-0032.jpg,Rashes Dataset\dermatitis-herpetiformis-0032.jpg,31.87
dermatitis-herpetiformis-0033.jpg,Rashes Dataset\dermatitis-herpetiformis-0033.jpg,52.07
dermatitis-herpetiformis-0034.jpg,Rashes Dataset\dermatitis-herpetiformis-0034.jpg,44.67
dermatitis-herpetiformis-0035.jpg,Rashes Dataset\dermatitis-herpetiformis-0035.jpg,53.01
dermatitis-herpetiformis-0036.jpg,Rashes Dataset\dermatitis-herpetiformis-0036.jpg,108.41
dermatitis-herpetiformis-0037.jpg,Rashes Dataset\dermatitis-herpetiformis-0037.jpg,67.2
dermatitis-herpetiformis-0038.jpg,Rashes Dataset\dermatitis-herpetiformis-0038.jpg,41.44
dermatitis-herpetiformis-0039.jpg,Rashes Dataset\dermatitis-herpetiformis-0039.jpg,40.82
dermatitis-herpetiformis-0040.jpg,Rashes Dataset\dermatitis-herpetiformis-0040.jpg,51.43
dermatitis-herpetiformis-0041.jpg,Rashes Dataset\dermatitis-herpetiformis-0041.jpg,75.34
dermatitis-herpetiformis-0042.jpg,Rashes Dataset\dermatitis-herpetiformis-0042.jpg,45.13
dermatomyositis-arm-12.jpg,Rashes Dataset\dermatomyositis-arm-12.jpg,25.45
dermatomyositis-closeup-29.jpg,Rashes Dataset\dermatomyositis-closeup-29.jpg,84.12
dermatomyositis-eyelids-01.jpg,Rashes Dataset\dermatomyositis-eyelids-01.jpg,29.57
dermatomyositis-eyelids-02.jpg,Rashes Dataset\dermatomyositis-eyelids-02.jpg,33.12
dermatomyositis-eyelids-5.jpg,Rashes Dataset\dermatomyositis-eyelids-5.jpg,31.25
dermatomyositis-hand-10.jpg,Rashes Dataset\dermatomyositis-hand-10.jpg,47.9
dermatomyositis-nailfold-07.jpg,Rashes Dataset\dermatomyositis-nailfold-07.jpg,33.45
discoid-eczema-0031.jpg,Rashes Dataset\discoid-eczema-0031.jpg,43.3
discoid-lupus-erythematosus-0010.jpg,Rashes Dataset\discoid-lupus-erythematosus-0010.jpg,62.33
discoid-lupus-erythematosus-0011.jpg,Rashes Dataset\discoid-lupus-erythematosus-0011.jpg,64.41
discoid-lupus-erythematosus-0015.jpg,Rashes Dataset\discoid-lupus-erythematosus-0015.jpg,55.61
discoid-lupus-erythematosus-0017.jpg,Rashes Dataset\discoid-lupus-erythematosus-0017.jpg,48.08
discoid-lupus-erythematosus-0018.jpg,Rashes Dataset\discoid-lupus-erythematosus-0018.jpg,49.56
discoid-lupus-erythematosus-0020.jpg,Rashes Dataset\discoid-lupus-erythematosus-0020.jpg,49.91
discoid-lupus-erythematosus-0021.jpg,Rashes Dataset\discoid-lupus-erythematosus-0021.jpg,80.47
discoid-lupus-erythematosus-0041.jpg,Rashes Dataset\discoid-lupus-erythematosus-0041.jpg,34.81
discoid-lupus-erythematosus-0042.jpg,Rashes Dataset\discoid-lupus-erythematosus-0042.jpg,35.71
drug-eruption-0001.jpg,Rashes Dataset\drug-eruption-0001.jpg,51.06
drug-induced-photosensitivity-0001.jpg,Rashes Dataset\drug-induced-photosensitivity-0001.jpg,36.71
drug-induced-photosensitivity-0003.jpg,Rashes Dataset\drug-induced-photosensitivity-0003.jpg,59.8
drug-induced-photosensitivity-0004.jpg,Rashes Dataset\drug-induced-photosensitivity-0004.jpg,60.94
drug-induced-photosensitivity-0005.jpg,Rashes Dataset\drug-induced-photosensitivity-0005.jpg,37.81
drug-induced-photosensitivity-0006.jpg,Rashes Dataset\drug-induced-photosensitivity-0006.jpg,62.4
drug-induced-photosensitivity-0007.jpg,Rashes Dataset\drug-induced-photosensitivity-0007.jpg,44.23
drug-induced-photosensitivity-0008.jpg,Rashes Dataset\drug-induced-photosensitivity-0008.jpg,41.7
drug-induced-photosensitivity-0009.jpg,Rashes Dataset\drug-induced-photosensitivity-0009.jpg,41.11
drug-induced-photosensitivity-0010.jpg,Rashes Dataset\drug-induced-photosensitivity-0010.jpg,48.71
drug-induced-photosensitivity-0011.jpg,Rashes Dataset\drug-induced-photosensitivity-0011.jpg,53.53
drug-induced-photosensitivity-0012.jpg,Rashes Dataset\drug-induced-photosensitivity-0012.jpg,42.0
drug-induced-photosensitivity-0013.jpg,Rashes Dataset\drug-induced-photosensitivity-0013.jpg,28.8
drug-induced-photosensitivity-0014.jpg,Rashes Dataset\drug-induced-photosensitivity-0014.jpg,28.66
drug-induced-photosensitivity-0015.jpg,Rashes Dataset\drug-induced-photosensitivity-0015.jpg,46.54
drug-induced-photosensitivity-0016.jpg,Rashes Dataset\drug-induced-photosensitivity-0016.jpg,32.11
drug-induced-photosensitivity-0017.jpg,Rashes Dataset\drug-induced-photosensitivity-0017.jpg,37.22
drug-induced-photosensitivity-0018.jpg,Rashes Dataset\drug-induced-photosensitivity-0018.jpg,42.03
drug-induced-photosensitivity-0019.jpg,Rashes Dataset\drug-induced-photosensitivity-0019.jpg,32.08
drug-rash1.jpg,Rashes Dataset\drug-rash1.jpg,40.21
drug-rash2.jpg,Rashes Dataset\drug-rash2.jpg,29.27
drug-rash3.jpg,Rashes Dataset\drug-rash3.jpg,54.47
drug1.jpg,Rashes Dataset\drug1.jpg,60.34
dyshidrotic-eczema-0009.jpg,Rashes Dataset\dyshidrotic-eczema-0009.jpg,34.23
dyshidrotic-eczema-0026.jpg,Rashes Dataset\dyshidrotic-eczema-0026.jpg,53.46
eac1.jpg,Rashes Dataset\eac1.jpg,60.42
eac2.jpg,Rashes Dataset\eac2.jpg,43.94
eac3.jpg,Rashes Dataset\eac3.jpg,55.27
ebv-rash-01.jpg,Rashes Dataset\ebv-rash-01.jpg,27.35
ecz-irr2.jpg,Rashes Dataset\ecz-irr2.jpg,38.27
egfri-rash.jpg,Rashes Dataset\egfri-rash.jpg,29.59
em-eyes1.jpg,Rashes Dataset\em-eyes1.jpg,67.53
em-eyes2.jpg,Rashes Dataset\em-eyes2.jpg,37.24
em-gv.jpg,Rashes Dataset\em-gv.jpg,38.35
em-hsv.jpg,Rashes Dataset\em-hsv.jpg,56.72
em-hsv2.jpg,Rashes Dataset\em-hsv2.jpg,45.95
em-lips2.jpg,Rashes Dataset\em-lips2.jpg,50.84
em-lips3.jpg,Rashes Dataset\em-lips3.jpg,64.91
em-lips4.jpg,Rashes Dataset\em-lips4.jpg,38.03
em-orf1.jpg,Rashes Dataset\em-orf1.jpg,59.03
em-orf2.jpg,Rashes Dataset\em-orf2.jpg,53.43
em1.jpg,Rashes Dataset\em1.jpg,66.78
em2.jpg,Rashes Dataset\em2.jpg,45.12
em3.jpg,Rashes Dataset\em3.jpg,42.67
em4.jpg,Rashes Dataset\em4.jpg,43.96
em5.jpg,Rashes Dataset\em5.jpg,27.28
emultifor1.jpg,Rashes Dataset\emultifor1.jpg,32.14
emultifor3.jpg,Rashes Dataset\emultifor3.jpg,35.98
emultiform4.jpg,Rashes Dataset\emultiform4.jpg,42.55
en1.jpg,Rashes Dataset\en1.jpg,34.67
en10.jpg,Rashes Dataset\en10.jpg,52.67
en2.jpg,Rashes Dataset\en2.jpg,25.23
en3 (1).jpg,Rashes Dataset\en3 (1).jpg,51.36
en3.jpg,Rashes Dataset\en3.jpg,26.94
en4.jpg,Rashes Dataset\en4.jpg,23.22
en6.jpg,Rashes Dataset\en6.jpg,32.81
en8.jpg,Rashes Dataset\en8.jpg,31.92
en9.jpg,Rashes Dataset\en9.jpg,25.33
enteroviral-foot-blisters-007.jpg,Rashes Dataset\enteroviral-foot-blisters-007.jpg,33.01
enteroviral-foot-blisters-008.jpg,Rashes Dataset\enteroviral-foot-blisters-008.jpg,35.19
enteroviral-foot-blisters-009.jpg,Rashes Dataset\enteroviral-foot-blisters-009.jpg,44.78
enteroviral-foot-blisters-010.jpg,Rashes Dataset\enteroviral-foot-blisters-010.jpg,35.23
enteroviral-foot-blisters-011.jpg,Rashes Dataset\enteroviral-foot-blisters-011.jpg,24.49
enteroviral-foot-blisters-012.jpg,Rashes Dataset\enteroviral-foot-blisters-012.jpg,37.06
enteroviral-foot-blisters-013.jpg,Rashes Dataset\enteroviral-foot-blisters-013.jpg,31.1
enteroviral-hand-blisters-015.jpg,Rashes Dataset\enteroviral-hand-blisters-015.jpg,32.94
enteroviral-hand-blisters-016.jpg,Rashes Dataset\enteroviral-hand-blisters-016.jpg,28.81
enteroviral-hand-blisters-021.jpg,Rashes Dataset\enteroviral-hand-blisters-021.jpg,32.81
enteroviral-hand-blisters-022.jpg,Rashes Dataset\enteroviral-hand-blisters-022.jpg,22.71
enteroviral-hand-blisters-023.jpg,Rashes Dataset\enteroviral-hand-blisters-023.jpg,27.78
enteroviral-hand-blisters-024.jpg,Rashes Dataset\enteroviral-hand-blisters-024.jpg,26.81
enteroviral-hand-blisters-025.jpg,Rashes Dataset\enteroviral-hand-blisters-025.jpg,29.55
enteroviral-rash-026.jpg,Rashes Dataset\enteroviral-rash-026.jpg,26.16
enteroviral-rash-027.jpg,Rashes Dataset\enteroviral-rash-027.jpg,27.07
enteroviral-rash-028.jpg,Rashes Dataset\enteroviral-rash-028.jpg,27.72
enteroviral-rash-029.jpg,Rashes Dataset\enteroviral-rash-029.jpg,27.06
enteroviral-rash-030.jpg,Rashes Dataset\enteroviral-rash-030.jpg,24.27
enteroviral-rash-031.jpg,Rashes Dataset\enteroviral-rash-031.jpg,28.63
