Filename,Path,Size (KB)
acne-face-1-5.jpg,Acne Dataset\acne-face-1-5.jpg,33.52
acne-face-1-50.jpg,Acne Dataset\acne-face-1-50.jpg,27.55
acne-face-1-51.jpg,Acne Dataset\acne-face-1-51.jpg,23.57
acne-face-1-53.jpg,Acne Dataset\acne-face-1-53.jpg,29.24
acne-face-1-7 (1).jpg,Acne Dataset\acne-face-1-7 (1).jpg,38.41
acne-face-1-7.jpg,Acne Dataset\acne-face-1-7.jpg,38.41
acne-face-1-9 (1).jpg,Acne Dataset\acne-face-1-9 (1).jpg,47.89
acne-face-1-9.jpg,Acne Dataset\acne-face-1-9.jpg,47.89
acne-face-1.jpg,Acne Dataset\acne-face-1.jpg,56.12
acne-face-10 (1).jpg,Acne Dataset\acne-face-10 (1).jpg,38.64
acne-face-10-1 (1).jpg,Acne Dataset\acne-face-10-1 (1).jpg,49.41
acne-face-10-1.jpg,Acne Dataset\acne-face-10-1.jpg,49.41
acne-face-10.jpg,Acne Dataset\acne-face-10.jpg,38.64
acne-face-11 (1).jpg,Acne Dataset\acne-face-11 (1).jpg,44.47
acne-face-11-1 (1).jpg,Acne Dataset\acne-face-11-1 (1).jpg,42.09
acne-face-11-1.jpg,Acne Dataset\acne-face-11-1.jpg,42.09
acne-face-11.jpg,Acne Dataset\acne-face-11.jpg,44.47
acne-face-12 (1).jpg,Acne Dataset\acne-face-12 (1).jpg,44.79
acne-face-12-1 (1).jpg,Acne Dataset\acne-face-12-1 (1).jpg,42.47
acne-face-12-1.jpg,Acne Dataset\acne-face-12-1.jpg,42.47
acne-face-12.jpg,Acne Dataset\acne-face-12.jpg,44.79
acne-face-13 (1).jpg,Acne Dataset\acne-face-13 (1).jpg,39.96
acne-face-13-1 (1).jpg,Acne Dataset\acne-face-13-1 (1).jpg,32.59
acne-face-13-1.jpg,Acne Dataset\acne-face-13-1.jpg,32.59
acne-face-13.jpg,Acne Dataset\acne-face-13.jpg,39.96
acne-face-14 (1).jpg,Acne Dataset\acne-face-14 (1).jpg,47.88
acne-face-14-1.jpg,Acne Dataset\acne-face-14-1.jpg,38.55
acne-face-14.jpg,Acne Dataset\acne-face-14.jpg,47.88
acne-face-15 (1).jpg,Acne Dataset\acne-face-15 (1).jpg,42.66
acne-face-15-1.jpg,Acne Dataset\acne-face-15-1.jpg,42.22
acne-face-15.jpg,Acne Dataset\acne-face-15.jpg,42.66
acne-face-16 (1).jpg,Acne Dataset\acne-face-16 (1).jpg,33.51
acne-face-16-1.jpg,Acne Dataset\acne-face-16-1.jpg,52.91
acne-face-16.jpg,Acne Dataset\acne-face-16.jpg,33.51
acne-face-17 (1).jpg,Acne Dataset\acne-face-17 (1).jpg,24.78
acne-face-17-1.jpg,Acne Dataset\acne-face-17-1.jpg,51.55
acne-face-17.jpg,Acne Dataset\acne-face-17.jpg,24.78
acne-face-18 (1).jpg,Acne Dataset\acne-face-18 (1).jpg,28.33
acne-face-18-1.jpg,Acne Dataset\acne-face-18-1.jpg,54.92
acne-face-18.jpg,Acne Dataset\acne-face-18.jpg,28.33
acne-face-19 (1).jpg,Acne Dataset\acne-face-19 (1).jpg,39.24
acne-face-19-1.jpg,Acne Dataset\acne-face-19-1.jpg,39.0
acne-face-19.jpg,Acne Dataset\acne-face-19.jpg,39.24
acne-face-2 (1).jpg,Acne Dataset\acne-face-2 (1).jpg,37.65
acne-face-2-1 (1).jpg,Acne Dataset\acne-face-2-1 (1).jpg,37.72
acne-face-2-1.jpg,Acne Dataset\acne-face-2-1.jpg,37.72
acne-face-2-10 (1).jpg,Acne Dataset\acne-face-2-10 (1).jpg,46.53
acne-face-2-10.jpg,Acne Dataset\acne-face-2-10.jpg,46.53
acne-face-2-11 (1).jpg,Acne Dataset\acne-face-2-11 (1).jpg,46.9
acne-face-2-11.jpg,Acne Dataset\acne-face-2-11.jpg,46.9
acne-face-2-12.jpg,Acne Dataset\acne-face-2-12.jpg,38.63
acne-face-2-13.jpg,Acne Dataset\acne-face-2-13.jpg,33.28
acne-face-2-15.jpg,Acne Dataset\acne-face-2-15.jpg,27.08
acne-face-2-16.jpg,Acne Dataset\acne-face-2-16.jpg,46.63
acne-face-2-17.jpg,Acne Dataset\acne-face-2-17.jpg,46.73
acne-face-2-18.jpg,Acne Dataset\acne-face-2-18.jpg,36.26
acne-face-2-19.jpg,Acne Dataset\acne-face-2-19.jpg,32.66
acne-face-2-2 (1).jpg,Acne Dataset\acne-face-2-2 (1).jpg,27.17
acne-face-2-2.jpg,Acne Dataset\acne-face-2-2.jpg,27.17
acne-face-2-20.jpg,Acne Dataset\acne-face-2-20.jpg,49.16
acne-face-2-21.jpg,Acne Dataset\acne-face-2-21.jpg,46.11
acne-face-2-22.jpg,Acne Dataset\acne-face-2-22.jpg,48.48
acne-face-2-23.jpg,Acne Dataset\acne-face-2-23.jpg,41.49
acne-face-2-24.jpg,Acne Dataset\acne-face-2-24.jpg,33.77
acne-face-2-25.jpg,Acne Dataset\acne-face-2-25.jpg,27.76
acne-face-2-26.jpg,Acne Dataset\acne-face-2-26.jpg,35.82
acne-face-2-28.jpg,Acne Dataset\acne-face-2-28.jpg,46.61
acne-face-2-29.jpg,Acne Dataset\acne-face-2-29.jpg,40.47
acne-face-2-3 (1).jpg,Acne Dataset\acne-face-2-3 (1).jpg,43.63
acne-face-2-3.jpg,Acne Dataset\acne-face-2-3.jpg,43.63
acne-face-2-30.jpg,Acne Dataset\acne-face-2-30.jpg,45.3
acne-face-2-32.jpg,Acne Dataset\acne-face-2-32.jpg,24.77
acne-face-2-34.jpg,Acne Dataset\acne-face-2-34.jpg,25.77
acne-face-2-35.jpg,Acne Dataset\acne-face-2-35.jpg,31.58
acne-face-2-36.jpg,Acne Dataset\acne-face-2-36.jpg,31.61
acne-face-2-4 (1).jpg,Acne Dataset\acne-face-2-4 (1).jpg,31.52
acne-face-2-4.jpg,Acne Dataset\acne-face-2-4.jpg,31.52
acne-face-2-5 (1).jpg,Acne Dataset\acne-face-2-5 (1).jpg,38.72
acne-face-2-5.jpg,Acne Dataset\acne-face-2-5.jpg,38.72
acne-face-2-6 (1).jpg,Acne Dataset\acne-face-2-6 (1).jpg,25.23
acne-face-2-6.jpg,Acne Dataset\acne-face-2-6.jpg,25.23
acne-face-2-7.jpg,Acne Dataset\acne-face-2-7.jpg,33.63
acne-face-2-9 (1).jpg,Acne Dataset\acne-face-2-9 (1).jpg,43.65
acne-face-2-9.jpg,Acne Dataset\acne-face-2-9.jpg,43.65
acne-face-2.jpg,Acne Dataset\acne-face-2.jpg,37.65
acne-face-20 (1).jpg,Acne Dataset\acne-face-20 (1).jpg,25.9
acne-face-20-1.jpg,Acne Dataset\acne-face-20-1.jpg,46.49
acne-face-20.jpg,Acne Dataset\acne-face-20.jpg,25.9
acne-face-21 (1).jpg,Acne Dataset\acne-face-21 (1).jpg,32.44
acne-face-21-1.jpg,Acne Dataset\acne-face-21-1.jpg,54.62
acne-face-21.jpg,Acne Dataset\acne-face-21.jpg,32.44
acne-face-22 (1).jpg,Acne Dataset\acne-face-22 (1).jpg,39.78
acne-face-22-1.jpg,Acne Dataset\acne-face-22-1.jpg,46.17
acne-face-22.jpg,Acne Dataset\acne-face-22.jpg,39.78
acne-face-23 (1).jpg,Acne Dataset\acne-face-23 (1).jpg,34.53
acne-face-23-1.jpg,Acne Dataset\acne-face-23-1.jpg,38.32
acne-face-23.jpg,Acne Dataset\acne-face-23.jpg,34.53
acne-face-24 (1).jpg,Acne Dataset\acne-face-24 (1).jpg,30.27
acne-face-24-1 (1).jpg,Acne Dataset\acne-face-24-1 (1).jpg,34.09
acne-face-24-1.jpg,Acne Dataset\acne-face-24-1.jpg,34.09
acne-face-24.jpg,Acne Dataset\acne-face-24.jpg,30.27
acne-face-25 (1).jpg,Acne Dataset\acne-face-25 (1).jpg,30.98
acne-face-25-1 (1).jpg,Acne Dataset\acne-face-25-1 (1).jpg,41.87
acne-face-25-1.jpg,Acne Dataset\acne-face-25-1.jpg,41.87
acne-face-25.jpg,Acne Dataset\acne-face-25.jpg,30.98
acne-face-26 (1).jpg,Acne Dataset\acne-face-26 (1).jpg,33.91
acne-face-26.jpg,Acne Dataset\acne-face-26.jpg,33.91
acne-face-27 (1).jpg,Acne Dataset\acne-face-27 (1).jpg,48.33
acne-face-27.jpg,Acne Dataset\acne-face-27.jpg,48.33
acne-face-28 (1).jpg,Acne Dataset\acne-face-28 (1).jpg,45.14
acne-face-28.jpg,Acne Dataset\acne-face-28.jpg,45.14
acne-face-3 (1).jpg,Acne Dataset\acne-face-3 (1).jpg,44.03
acne-face-3-1 (1).jpg,Acne Dataset\acne-face-3-1 (1).jpg,47.0
acne-face-3-1.jpg,Acne Dataset\acne-face-3-1.jpg,47.0
acne-face-3-10.jpg,Acne Dataset\acne-face-3-10.jpg,29.36
acne-face-3-11.jpg,Acne Dataset\acne-face-3-11.jpg,46.58
acne-face-3-12.jpg,Acne Dataset\acne-face-3-12.jpg,31.02
acne-face-3-13.jpg,Acne Dataset\acne-face-3-13.jpg,38.37
acne-face-3-14.jpg,Acne Dataset\acne-face-3-14.jpg,28.99
acne-face-3-15.jpg,Acne Dataset\acne-face-3-15.jpg,30.83
acne-face-3-17.jpg,Acne Dataset\acne-face-3-17.jpg,42.63
acne-face-3-18.jpg,Acne Dataset\acne-face-3-18.jpg,44.6
acne-face-3-2 (1).jpg,Acne Dataset\acne-face-3-2 (1).jpg,26.65
acne-face-3-2.jpg,Acne Dataset\acne-face-3-2.jpg,26.65
acne-face-3-20.jpg,Acne Dataset\acne-face-3-20.jpg,25.96
acne-face-3-21.jpg,Acne Dataset\acne-face-3-21.jpg,28.29
acne-face-3-22.jpg,Acne Dataset\acne-face-3-22.jpg,22.51
acne-face-3-23.jpg,Acne Dataset\acne-face-3-23.jpg,69.78
acne-face-3-3 (1).jpg,Acne Dataset\acne-face-3-3 (1).jpg,41.7
acne-face-3-3.jpg,Acne Dataset\acne-face-3-3.jpg,41.7
acne-face-3-4 (1).jpg,Acne Dataset\acne-face-3-4 (1).jpg,25.31
acne-face-3-4.jpg,Acne Dataset\acne-face-3-4.jpg,25.31
acne-face-3-5 (1).jpg,Acne Dataset\acne-face-3-5 (1).jpg,41.35
acne-face-3-5.jpg,Acne Dataset\acne-face-3-5.jpg,41.35
acne-face-3-6 (1).jpg,Acne Dataset\acne-face-3-6 (1).jpg,39.15
acne-face-3-6.jpg,Acne Dataset\acne-face-3-6.jpg,39.15
acne-face-3-8 (1).jpg,Acne Dataset\acne-face-3-8 (1).jpg,35.5
acne-face-3-8.jpg,Acne Dataset\acne-face-3-8.jpg,35.5
acne-face-3-9.jpg,Acne Dataset\acne-face-3-9.jpg,27.1
acne-face-3.jpg,Acne Dataset\acne-face-3.jpg,44.03
acne-face-30 (1).jpg,Acne Dataset\acne-face-30 (1).jpg,43.51
acne-face-30.jpg,Acne Dataset\acne-face-30.jpg,43.51
acne-face-31 (1).jpg,Acne Dataset\acne-face-31 (1).jpg,33.48
acne-face-31.jpg,Acne Dataset\acne-face-31.jpg,33.48
acne-face-32 (1).jpg,Acne Dataset\acne-face-32 (1).jpg,35.87
acne-face-32.jpg,Acne Dataset\acne-face-32.jpg,35.87
acne-face-33.jpg,Acne Dataset\acne-face-33.jpg,33.12
acne-face-34.jpg,Acne Dataset\acne-face-34.jpg,34.17
acne-face-35.jpg,Acne Dataset\acne-face-35.jpg,42.62
acne-face-36.jpg,Acne Dataset\acne-face-36.jpg,55.86
acne-face-37.jpg,Acne Dataset\acne-face-37.jpg,61.83
acne-face-38.jpg,Acne Dataset\acne-face-38.jpg,39.94
acne-face-4 (1).jpg,Acne Dataset\acne-face-4 (1).jpg,47.69
acne-face-4-1 (1).jpg,Acne Dataset\acne-face-4-1 (1).jpg,30.49
acne-face-4-1.jpg,Acne Dataset\acne-face-4-1.jpg,30.49
acne-face-4-11.jpg,Acne Dataset\acne-face-4-11.jpg,26.92
acne-face-4-12.jpg,Acne Dataset\acne-face-4-12.jpg,34.7
acne-face-4-14.jpg,Acne Dataset\acne-face-4-14.jpg,22.23
acne-face-4-15.jpg,Acne Dataset\acne-face-4-15.jpg,33.8
acne-face-4-2 (1).jpg,Acne Dataset\acne-face-4-2 (1).jpg,38.44
acne-face-4-2.jpg,Acne Dataset\acne-face-4-2.jpg,38.44
acne-face-4-3 (1).jpg,Acne Dataset\acne-face-4-3 (1).jpg,48.97
acne-face-4-3.jpg,Acne Dataset\acne-face-4-3.jpg,48.97
acne-face-4-5 (1).jpg,Acne Dataset\acne-face-4-5 (1).jpg,39.28
acne-face-4-5.jpg,Acne Dataset\acne-face-4-5.jpg,39.28
acne-face-4-7.jpg,Acne Dataset\acne-face-4-7.jpg,58.13
acne-face-4-8.jpg,Acne Dataset\acne-face-4-8.jpg,26.81
acne-face-4-9.jpg,Acne Dataset\acne-face-4-9.jpg,34.56
acne-face-4.jpg,Acne Dataset\acne-face-4.jpg,47.69
acne-face-40.jpg,Acne Dataset\acne-face-40.jpg,33.48
acne-face-41.jpg,Acne Dataset\acne-face-41.jpg,33.62
acne-face-42.jpg,Acne Dataset\acne-face-42.jpg,52.83
acne-face-43.jpg,Acne Dataset\acne-face-43.jpg,46.21
acne-face-44.jpg,Acne Dataset\acne-face-44.jpg,26.99
acne-face-45.jpg,Acne Dataset\acne-face-45.jpg,44.48
acne-face-46.jpg,Acne Dataset\acne-face-46.jpg,32.72
acne-face-47.jpg,Acne Dataset\acne-face-47.jpg,34.53
acne-face-48.jpg,Acne Dataset\acne-face-48.jpg,43.01
acne-face-49.jpg,Acne Dataset\acne-face-49.jpg,29.69
acne-face-5 (1).jpg,Acne Dataset\acne-face-5 (1).jpg,42.35
acne-face-5-1 (1).jpg,Acne Dataset\acne-face-5-1 (1).jpg,54.76
acne-face-5-1.jpg,Acne Dataset\acne-face-5-1.jpg,54.76
acne-face-5-2 (1).jpg,Acne Dataset\acne-face-5-2 (1).jpg,37.24
acne-face-5-2.jpg,Acne Dataset\acne-face-5-2.jpg,37.24
acne-face-5-3 (1).jpg,Acne Dataset\acne-face-5-3 (1).jpg,45.06
acne-face-5-3.jpg,Acne Dataset\acne-face-5-3.jpg,45.06
acne-face-5-4 (1).jpg,Acne Dataset\acne-face-5-4 (1).jpg,36.01
acne-face-5-4.jpg,Acne Dataset\acne-face-5-4.jpg,36.01
acne-face-5-6.jpg,Acne Dataset\acne-face-5-6.jpg,39.92
acne-face-5-7.jpg,Acne Dataset\acne-face-5-7.jpg,22.84
acne-face-5-9.jpg,Acne Dataset\acne-face-5-9.jpg,32.97
acne-face-5.jpg,Acne Dataset\acne-face-5.jpg,42.35
acne-face-50.jpg,Acne Dataset\acne-face-50.jpg,30.22
acne-face-51.jpg,Acne Dataset\acne-face-51.jpg,31.66
acne-face-52.jpg,Acne Dataset\acne-face-52.jpg,23.52
acne-face-53.jpg,Acne Dataset\acne-face-53.jpg,43.3
acne-face-54.jpg,Acne Dataset\acne-face-54.jpg,48.47
acne-face-55.jpg,Acne Dataset\acne-face-55.jpg,41.08
acne-face-56.jpg,Acne Dataset\acne-face-56.jpg,30.91
acne-face-57.jpg,Acne Dataset\acne-face-57.jpg,26.38
acne-face-58.jpg,Acne Dataset\acne-face-58.jpg,35.28
acne-face-59.jpg,Acne Dataset\acne-face-59.jpg,31.11
acne-face-6 (1).jpg,Acne Dataset\acne-face-6 (1).jpg,32.31
acne-face-6 (2).jpg,Acne Dataset\acne-face-6 (2).jpg,32.31
acne-face-6-1 (1).jpg,Acne Dataset\acne-face-6-1 (1).jpg,31.23
acne-face-6-1.jpg,Acne Dataset\acne-face-6-1.jpg,31.23
acne-face-6-2 (1).jpg,Acne Dataset\acne-face-6-2 (1).jpg,27.24
acne-face-6-2.jpg,Acne Dataset\acne-face-6-2.jpg,27.24
acne-face-6-3.jpg,Acne Dataset\acne-face-6-3.jpg,38.47
acne-face-6-4.jpg,Acne Dataset\acne-face-6-4.jpg,30.32
acne-face-6-5.jpg,Acne Dataset\acne-face-6-5.jpg,34.06
acne-face-6.jpg,Acne Dataset\acne-face-6.jpg,32.31
acne-face-61.jpg,Acne Dataset\acne-face-61.jpg,43.93
acne-face-62.jpg,Acne Dataset\acne-face-62.jpg,31.19
acne-face-63.jpg,Acne Dataset\acne-face-63.jpg,33.23
acne-face-64.jpg,Acne Dataset\acne-face-64.jpg,46.7
acne-face-65.jpg,Acne Dataset\acne-face-65.jpg,32.68
acne-face-66.jpg,Acne Dataset\acne-face-66.jpg,28.11
acne-face-67.jpg,Acne Dataset\acne-face-67.jpg,28.43
acne-face-68.jpg,Acne Dataset\acne-face-68.jpg,36.0
acne-face-69.jpg,Acne Dataset\acne-face-69.jpg,33.44
acne-face-7 (1).jpg,Acne Dataset\acne-face-7 (1).jpg,32.67
acne-face-7-1 (1).jpg,Acne Dataset\acne-face-7-1 (1).jpg,31.66
acne-face-7-1.jpg,Acne Dataset\acne-face-7-1.jpg,31.66
acne-face-7-2 (1).jpg,Acne Dataset\acne-face-7-2 (1).jpg,30.66
acne-face-7-2.jpg,Acne Dataset\acne-face-7-2.jpg,30.66
acne-face-7-3.jpg,Acne Dataset\acne-face-7-3.jpg,30.55
acne-face-7.jpg,Acne Dataset\acne-face-7.jpg,32.67
acne-face-70.jpg,Acne Dataset\acne-face-70.jpg,33.79
acne-face-71.jpg,Acne Dataset\acne-face-71.jpg,33.23
acne-face-72.jpg,Acne Dataset\acne-face-72.jpg,29.46
acne-face-73.jpg,Acne Dataset\acne-face-73.jpg,32.87
acne-face-74.jpg,Acne Dataset\acne-face-74.jpg,27.73
acne-face-75.jpg,Acne Dataset\acne-face-75.jpg,24.19
acne-face-78.jpg,Acne Dataset\acne-face-78.jpg,36.38
acne-face-79.jpg,Acne Dataset\acne-face-79.jpg,44.19
acne-face-8 (1).jpg,Acne Dataset\acne-face-8 (1).jpg,33.04
acne-face-8-1 (1).jpg,Acne Dataset\acne-face-8-1 (1).jpg,26.01
acne-face-8-1.jpg,Acne Dataset\acne-face-8-1.jpg,26.01
acne-face-8-2 (1).jpg,Acne Dataset\acne-face-8-2 (1).jpg,34.66
acne-face-8-2.jpg,Acne Dataset\acne-face-8-2.jpg,34.66
acne-face-8-3.jpg,Acne Dataset\acne-face-8-3.jpg,30.5
acne-face-8.jpg,Acne Dataset\acne-face-8.jpg,33.04
acne-face-80 (1).jpg,Acne Dataset\acne-face-80 (1).jpg,52.28
acne-face-80.jpg,Acne Dataset\acne-face-80.jpg,52.28
acne-face-9 (1).jpg,Acne Dataset\acne-face-9 (1).jpg,27.34
acne-face-9.jpg,Acne Dataset\acne-face-9.jpg,27.34
acne-face-skin-problem-woman-applying-cream-medication-topical-pimple-gel-drug-treatment-152807811.jpg,Acne Dataset\acne-face-skin-problem-woman-applying-cream-medication-topical-pimple-gel-drug-treatment-152807811.jpg,30.19
acne-infant (1).jpg,Acne Dataset\acne-infant (1).jpg,36.51
acne-infant.jpg,Acne Dataset\acne-infant.jpg,36.51
acne-leg-skin-nodular-cystic-acne-skin-acne-leg-skin-nodular-cystic-acne-skin-156471147.jpg,Acne Dataset\acne-leg-skin-nodular-cystic-acne-skin-acne-leg-skin-nodular-cystic-acne-skin-156471147.jpg,58.73
acne-mild (1).jpg,Acne Dataset\acne-mild (1).jpg,36.2
acne-mild.jpg,Acne Dataset\acne-mild.jpg,36.2
acne-scar-1.jpg,Acne Dataset\acne-scar-1.jpg,46.53
acne-scarring-0001 (1).jpg,Acne Dataset\acne-scarring-0001 (1).jpg,59.76
acne-scarring-0001.jpg,Acne Dataset\acne-scarring-0001.jpg,59.76
acne-scarring-0002 (1).jpg,Acne Dataset\acne-scarring-0002 (1).jpg,51.42
acne-scarring-0002.jpg,Acne Dataset\acne-scarring-0002.jpg,51.42
