Filename,Path,Size (KB)
roi1.jpg,Vitiligo Dataset\roi1.jpg,14.24
roi10.jpg,Vitiligo Dataset\roi10.jpg,2.75
roi100.jpg,Vitiligo Dataset\roi100.jpg,3.81
roi101.jpg,Vitiligo Dataset\roi101.jpg,5.35
roi102.jpg,Vitiligo Dataset\roi102.jpg,5.69
roi103.jpg,Vitiligo Dataset\roi103.jpg,4.69
roi104.jpg,Vitiligo Dataset\roi104.jpg,2.68
roi105.jpg,Vitiligo Dataset\roi105.jpg,2.34
roi106.jpg,Vitiligo Dataset\roi106.jpg,2.27
roi107.jpg,Vitiligo Dataset\roi107.jpg,2.52
roi108.jpg,Vitiligo Dataset\roi108.jpg,2.1
roi109.jpg,Vitiligo Dataset\roi109.jpg,2.82
roi11.jpg,Vitiligo Dataset\roi11.jpg,2.84
roi110.jpg,Vitiligo Dataset\roi110.jpg,4.01
roi111.jpg,Vitiligo Dataset\roi111.jpg,3.07
roi112.jpg,Vitiligo Dataset\roi112.jpg,3.23
roi113.jpg,Vitiligo Dataset\roi113.jpg,3.37
roi114.jpg,Vitiligo Dataset\roi114.jpg,2.33
roi115.jpg,Vitiligo Dataset\roi115.jpg,3.51
roi116.jpg,Vitiligo Dataset\roi116.jpg,6.15
roi117.jpg,Vitiligo Dataset\roi117.jpg,3.9
roi118.jpg,Vitiligo Dataset\roi118.jpg,5.54
roi119.jpg,Vitiligo Dataset\roi119.jpg,3.65
roi12.jpg,Vitiligo Dataset\roi12.jpg,7.2
roi120.jpg,Vitiligo Dataset\roi120.jpg,5.55
roi121.jpg,Vitiligo Dataset\roi121.jpg,4.28
roi122.jpg,Vitiligo Dataset\roi122.jpg,7.11
roi123.jpg,Vitiligo Dataset\roi123.jpg,4.47
roi124.jpg,Vitiligo Dataset\roi124.jpg,5.74
roi125.jpg,Vitiligo Dataset\roi125.jpg,3.4
roi126.jpg,Vitiligo Dataset\roi126.jpg,3.05
roi127.jpg,Vitiligo Dataset\roi127.jpg,9.22
roi128.jpg,Vitiligo Dataset\roi128.jpg,4.75
roi129.jpg,Vitiligo Dataset\roi129.jpg,3.75
roi13.jpg,Vitiligo Dataset\roi13.jpg,4.12
roi130.jpg,Vitiligo Dataset\roi130.jpg,5.95
roi132.jpg,Vitiligo Dataset\roi132.jpg,5.95
roi133.jpg,Vitiligo Dataset\roi133.jpg,4.81
roi134.jpg,Vitiligo Dataset\roi134.jpg,6.28
roi135.jpg,Vitiligo Dataset\roi135.jpg,6.15
roi136.jpg,Vitiligo Dataset\roi136.jpg,6.4
roi137.jpg,Vitiligo Dataset\roi137.jpg,6.4
roi138.jpg,Vitiligo Dataset\roi138.jpg,3.19
roi139.jpg,Vitiligo Dataset\roi139.jpg,3.5
roi14.jpg,Vitiligo Dataset\roi14.jpg,5.71
roi140.jpg,Vitiligo Dataset\roi140.jpg,3.98
roi141.jpg,Vitiligo Dataset\roi141.jpg,3.49
roi142.jpg,Vitiligo Dataset\roi142.jpg,3.49
roi143.jpg,Vitiligo Dataset\roi143.jpg,2.67
roi144.jpg,Vitiligo Dataset\roi144.jpg,7.4
roi145.jpg,Vitiligo Dataset\roi145.jpg,7.05
roi146.jpg,Vitiligo Dataset\roi146.jpg,7.67
roi147.jpg,Vitiligo Dataset\roi147.jpg,4.1
roi148.jpg,Vitiligo Dataset\roi148.jpg,8.38
roi149.jpg,Vitiligo Dataset\roi149.jpg,5.43
roi15.jpg,Vitiligo Dataset\roi15.jpg,3.43
roi150.jpg,Vitiligo Dataset\roi150.jpg,4.8
roi151.jpg,Vitiligo Dataset\roi151.jpg,2.76
roi152.jpg,Vitiligo Dataset\roi152.jpg,2.75
roi153.jpg,Vitiligo Dataset\roi153.jpg,3.41
roi154.jpg,Vitiligo Dataset\roi154.jpg,2.69
roi155.jpg,Vitiligo Dataset\roi155.jpg,4.4
roi156.jpg,Vitiligo Dataset\roi156.jpg,3.85
roi157.jpg,Vitiligo Dataset\roi157.jpg,4.58
roi158.jpg,Vitiligo Dataset\roi158.jpg,6.14
roi16.jpg,Vitiligo Dataset\roi16.jpg,5.8
roi160.jpg,Vitiligo Dataset\roi160.jpg,5.58
roi161.jpg,Vitiligo Dataset\roi161.jpg,4.18
roi162.jpg,Vitiligo Dataset\roi162.jpg,2.52
roi163.jpg,Vitiligo Dataset\roi163.jpg,5.35
roi164.jpg,Vitiligo Dataset\roi164.jpg,4.68
roi165.jpg,Vitiligo Dataset\roi165.jpg,4.92
roi166.jpg,Vitiligo Dataset\roi166.jpg,3.6
roi167.jpg,Vitiligo Dataset\roi167.jpg,4.6
roi168.jpg,Vitiligo Dataset\roi168.jpg,4.39
roi169.jpg,Vitiligo Dataset\roi169.jpg,5.26
roi17.jpg,Vitiligo Dataset\roi17.jpg,3.95
roi170.jpg,Vitiligo Dataset\roi170.jpg,4.18
roi171.jpg,Vitiligo Dataset\roi171.jpg,4.11
roi172.jpg,Vitiligo Dataset\roi172.jpg,3.58
roi173.jpg,Vitiligo Dataset\roi173.jpg,8.32
roi174.jpg,Vitiligo Dataset\roi174.jpg,4.76
roi175.jpg,Vitiligo Dataset\roi175.jpg,2.93
roi176.jpg,Vitiligo Dataset\roi176.jpg,8.5
roi177.jpg,Vitiligo Dataset\roi177.jpg,9.09
roi178.jpg,Vitiligo Dataset\roi178.jpg,3.35
roi179.jpg,Vitiligo Dataset\roi179.jpg,2.12
roi18.jpg,Vitiligo Dataset\roi18.jpg,2.52
roi180.jpg,Vitiligo Dataset\roi180.jpg,5.89
roi181.jpg,Vitiligo Dataset\roi181.jpg,4.6
roi182.jpg,Vitiligo Dataset\roi182.jpg,4.66
roi183.jpg,Vitiligo Dataset\roi183.jpg,4.67
roi184.jpg,Vitiligo Dataset\roi184.jpg,5.31
roi185.jpg,Vitiligo Dataset\roi185.jpg,4.87
roi186.jpg,Vitiligo Dataset\roi186.jpg,3.47
roi187.jpg,Vitiligo Dataset\roi187.jpg,2.86
roi188.jpg,Vitiligo Dataset\roi188.jpg,3.2
roi189.jpg,Vitiligo Dataset\roi189.jpg,2.64
roi19.jpg,Vitiligo Dataset\roi19.jpg,2.71
roi190.jpg,Vitiligo Dataset\roi190.jpg,6.62
roi191.jpg,Vitiligo Dataset\roi191.jpg,5.75
roi192.jpg,Vitiligo Dataset\roi192.jpg,5.23
roi193.jpg,Vitiligo Dataset\roi193.jpg,3.63
roi194.jpg,Vitiligo Dataset\roi194.jpg,4.5
roi195.jpg,Vitiligo Dataset\roi195.jpg,4.62
roi196.jpg,Vitiligo Dataset\roi196.jpg,3.96
roi197.jpg,Vitiligo Dataset\roi197.jpg,3.6
roi198.jpg,Vitiligo Dataset\roi198.jpg,4.11
roi199.jpg,Vitiligo Dataset\roi199.jpg,6.54
roi2.jpg,Vitiligo Dataset\roi2.jpg,15.25
roi20.jpg,Vitiligo Dataset\roi20.jpg,4.04
roi200.jpg,Vitiligo Dataset\roi200.jpg,5.49
roi201.jpg,Vitiligo Dataset\roi201.jpg,5.68
roi202.jpg,Vitiligo Dataset\roi202.jpg,2.84
roi203.jpg,Vitiligo Dataset\roi203.jpg,2.27
roi204.jpg,Vitiligo Dataset\roi204.jpg,7.63
roi205.jpg,Vitiligo Dataset\roi205.jpg,6.75
roi206.jpg,Vitiligo Dataset\roi206.jpg,6.82
roi207.jpg,Vitiligo Dataset\roi207.jpg,7.19
roi208.jpg,Vitiligo Dataset\roi208.jpg,6.04
roi209.jpg,Vitiligo Dataset\roi209.jpg,8.67
roi21.jpg,Vitiligo Dataset\roi21.jpg,4.06
roi210.jpg,Vitiligo Dataset\roi210.jpg,5.53
roi211.jpg,Vitiligo Dataset\roi211.jpg,5.62
roi212.jpg,Vitiligo Dataset\roi212.jpg,5.47
roi213.jpg,Vitiligo Dataset\roi213.jpg,4.04
roi214.jpg,Vitiligo Dataset\roi214.jpg,3.2
roi215.jpg,Vitiligo Dataset\roi215.jpg,3.0
roi216.jpg,Vitiligo Dataset\roi216.jpg,7.04
roi217.jpg,Vitiligo Dataset\roi217.jpg,4.14
roi218.jpg,Vitiligo Dataset\roi218.jpg,4.65
roi219.jpg,Vitiligo Dataset\roi219.jpg,4.09
roi22.jpg,Vitiligo Dataset\roi22.jpg,2.84
roi220.jpg,Vitiligo Dataset\roi220.jpg,5.25
roi221.jpg,Vitiligo Dataset\roi221.jpg,2.99
roi222.jpg,Vitiligo Dataset\roi222.jpg,2.47
roi223.jpg,Vitiligo Dataset\roi223.jpg,4.38
roi224.jpg,Vitiligo Dataset\roi224.jpg,3.38
roi225.jpg,Vitiligo Dataset\roi225.jpg,2.64
roi226.jpg,Vitiligo Dataset\roi226.jpg,2.82
roi227.jpg,Vitiligo Dataset\roi227.jpg,8.61
roi228.jpg,Vitiligo Dataset\roi228.jpg,3.59
roi229.jpg,Vitiligo Dataset\roi229.jpg,4.49
roi23.jpg,Vitiligo Dataset\roi23.jpg,3.88
roi230.jpg,Vitiligo Dataset\roi230.jpg,5.04
roi231.jpg,Vitiligo Dataset\roi231.jpg,4.51
roi232.jpg,Vitiligo Dataset\roi232.jpg,3.23
roi233.jpg,Vitiligo Dataset\roi233.jpg,2.48
roi234.jpg,Vitiligo Dataset\roi234.jpg,3.23
roi235.jpg,Vitiligo Dataset\roi235.jpg,4.18
roi236.jpg,Vitiligo Dataset\roi236.jpg,11.12
roi237.jpg,Vitiligo Dataset\roi237.jpg,8.0
roi238.jpg,Vitiligo Dataset\roi238.jpg,7.59
roi239.jpg,Vitiligo Dataset\roi239.jpg,8.29
roi240.jpg,Vitiligo Dataset\roi240.jpg,5.15
roi241.jpg,Vitiligo Dataset\roi241.jpg,6.15
roi242.jpg,Vitiligo Dataset\roi242.jpg,4.83
roi243.jpg,Vitiligo Dataset\roi243.jpg,8.1
roi244.jpg,Vitiligo Dataset\roi244.jpg,7.24
roi245.jpg,Vitiligo Dataset\roi245.jpg,5.16
roi246.jpg,Vitiligo Dataset\roi246.jpg,4.35
roi247.jpg,Vitiligo Dataset\roi247.jpg,2.77
roi248.jpg,Vitiligo Dataset\roi248.jpg,3.74
roi249.jpg,Vitiligo Dataset\roi249.jpg,3.06
roi25.jpg,Vitiligo Dataset\roi25.jpg,4.66
roi250.jpg,Vitiligo Dataset\roi250.jpg,3.78
roi251.jpg,Vitiligo Dataset\roi251.jpg,2.75
roi252.jpg,Vitiligo Dataset\roi252.jpg,4.32
roi253.jpg,Vitiligo Dataset\roi253.jpg,4.88
roi254.jpg,Vitiligo Dataset\roi254.jpg,5.43
roi255.jpg,Vitiligo Dataset\roi255.jpg,4.92
roi256.jpg,Vitiligo Dataset\roi256.jpg,3.92
roi257.jpg,Vitiligo Dataset\roi257.jpg,5.03
roi258.jpg,Vitiligo Dataset\roi258.jpg,4.97
roi259.jpg,Vitiligo Dataset\roi259.jpg,2.75
roi26.jpg,Vitiligo Dataset\roi26.jpg,3.65
roi260.jpg,Vitiligo Dataset\roi260.jpg,4.32
roi261.jpg,Vitiligo Dataset\roi261.jpg,4.61
roi262.jpg,Vitiligo Dataset\roi262.jpg,2.58
roi263.jpg,Vitiligo Dataset\roi263.jpg,3.34
roi264.jpg,Vitiligo Dataset\roi264.jpg,3.08
roi265.jpg,Vitiligo Dataset\roi265.jpg,19.03
roi266.jpg,Vitiligo Dataset\roi266.jpg,11.16
roi267.jpg,Vitiligo Dataset\roi267.jpg,5.94
roi268.jpg,Vitiligo Dataset\roi268.jpg,8.04
roi269.jpg,Vitiligo Dataset\roi269.jpg,11.45
roi27.jpg,Vitiligo Dataset\roi27.jpg,3.19
roi270.jpg,Vitiligo Dataset\roi270.jpg,12.25
roi271.jpg,Vitiligo Dataset\roi271.jpg,9.74
roi272.jpg,Vitiligo Dataset\roi272.jpg,12.88
roi273.jpg,Vitiligo Dataset\roi273.jpg,10.92
roi274.jpg,Vitiligo Dataset\roi274.jpg,11.11
roi275.jpg,Vitiligo Dataset\roi275.jpg,11.85
roi276.jpg,Vitiligo Dataset\roi276.jpg,10.64
roi277.jpg,Vitiligo Dataset\roi277.jpg,5.87
roi278.jpg,Vitiligo Dataset\roi278.jpg,8.19
roi279.jpg,Vitiligo Dataset\roi279.jpg,8.87
roi28.jpg,Vitiligo Dataset\roi28.jpg,3.12
roi280.jpg,Vitiligo Dataset\roi280.jpg,16.08
roi281.jpg,Vitiligo Dataset\roi281.jpg,12.17
roi282.jpg,Vitiligo Dataset\roi282.jpg,9.17
roi283.jpg,Vitiligo Dataset\roi283.jpg,4.86
roi284.jpg,Vitiligo Dataset\roi284.jpg,5.67
roi285.jpg,Vitiligo Dataset\roi285.jpg,11.17
roi286.jpg,Vitiligo Dataset\roi286.jpg,8.1
roi287.jpg,Vitiligo Dataset\roi287.jpg,11.02
roi288.jpg,Vitiligo Dataset\roi288.jpg,9.01
roi289.jpg,Vitiligo Dataset\roi289.jpg,11.61
roi29.jpg,Vitiligo Dataset\roi29.jpg,4.6
roi290.jpg,Vitiligo Dataset\roi290.jpg,9.11
roi291.jpg,Vitiligo Dataset\roi291.jpg,9.77
roi292.jpg,Vitiligo Dataset\roi292.jpg,14.99
roi293.jpg,Vitiligo Dataset\roi293.jpg,12.65
roi294.jpg,Vitiligo Dataset\roi294.jpg,5.79
roi295.jpg,Vitiligo Dataset\roi295.jpg,37.76
roi297.jpg,Vitiligo Dataset\roi297.jpg,17.52
roi298.jpg,Vitiligo Dataset\roi298.jpg,15.83
roi299.jpg,Vitiligo Dataset\roi299.jpg,18.74
roi3.jpg,Vitiligo Dataset\roi3.jpg,13.4
roi30.jpg,Vitiligo Dataset\roi30.jpg,4.1
roi300.jpg,Vitiligo Dataset\roi300.jpg,17.05
roi301.jpg,Vitiligo Dataset\roi301.jpg,19.04
roi302.jpg,Vitiligo Dataset\roi302.jpg,12.34
roi303.jpg,Vitiligo Dataset\roi303.jpg,11.08
roi304.jpg,Vitiligo Dataset\roi304.jpg,12.34
roi305.jpg,Vitiligo Dataset\roi305.jpg,5.82
roi306.jpg,Vitiligo Dataset\roi306.jpg,6.98
roi307.jpg,Vitiligo Dataset\roi307.jpg,4.55
roi308.jpg,Vitiligo Dataset\roi308.jpg,8.07
roi309.jpg,Vitiligo Dataset\roi309.jpg,6.61
roi31.jpg,Vitiligo Dataset\roi31.jpg,2.49
roi310.jpg,Vitiligo Dataset\roi310.jpg,6.51
roi311.jpg,Vitiligo Dataset\roi311.jpg,5.75
roi312.jpg,Vitiligo Dataset\roi312.jpg,17.82
roi313.jpg,Vitiligo Dataset\roi313.jpg,16.63
roi314.jpg,Vitiligo Dataset\roi314.jpg,19.92
roi315.jpg,Vitiligo Dataset\roi315.jpg,12.04
roi316.jpg,Vitiligo Dataset\roi316.jpg,10.05
roi317.jpg,Vitiligo Dataset\roi317.jpg,15.79
roi318.jpg,Vitiligo Dataset\roi318.jpg,14.97
roi319.jpg,Vitiligo Dataset\roi319.jpg,3.42
roi32.jpg,Vitiligo Dataset\roi32.jpg,3.39
roi320.jpg,Vitiligo Dataset\roi320.jpg,3.5
roi321.jpg,Vitiligo Dataset\roi321.jpg,5.88
roi322.jpg,Vitiligo Dataset\roi322.jpg,5.26
roi323.jpg,Vitiligo Dataset\roi323.jpg,3.26
roi324.jpg,Vitiligo Dataset\roi324.jpg,11.84
roi325.jpg,Vitiligo Dataset\roi325.jpg,4.05
roi326.jpg,Vitiligo Dataset\roi326.jpg,3.43
roi327.jpg,Vitiligo Dataset\roi327.jpg,8.5
roi328.jpg,Vitiligo Dataset\roi328.jpg,3.15
roi329.jpg,Vitiligo Dataset\roi329.jpg,3.18
roi33.jpg,Vitiligo Dataset\roi33.jpg,3.5
roi330.jpg,Vitiligo Dataset\roi330.jpg,4.42
roi331.jpg,Vitiligo Dataset\roi331.jpg,6.53
roi332.jpg,Vitiligo Dataset\roi332.jpg,6.97
roi333.jpg,Vitiligo Dataset\roi333.jpg,7.35
roi334.jpg,Vitiligo Dataset\roi334.jpg,9.24
roi335.jpg,Vitiligo Dataset\roi335.jpg,6.5
roi336.jpg,Vitiligo Dataset\roi336.jpg,6.58
roi337.jpg,Vitiligo Dataset\roi337.jpg,8.69
roi338.jpg,Vitiligo Dataset\roi338.jpg,10.06
roi339.jpg,Vitiligo Dataset\roi339.jpg,7.05
roi34.jpg,Vitiligo Dataset\roi34.jpg,3.75
roi340.jpg,Vitiligo Dataset\roi340.jpg,7.6
roi341.jpg,Vitiligo Dataset\roi341.jpg,6.54
roi342.jpg,Vitiligo Dataset\roi342.jpg,7.93
roi343.jpg,Vitiligo Dataset\roi343.jpg,3.61
roi344.jpg,Vitiligo Dataset\roi344.jpg,12.6
roi345.jpg,Vitiligo Dataset\roi345.jpg,8.17
roi346.jpg,Vitiligo Dataset\roi346.jpg,11.12
roi347.jpg,Vitiligo Dataset\roi347.jpg,6.24
roi348.jpg,Vitiligo Dataset\roi348.jpg,4.04
roi349.jpg,Vitiligo Dataset\roi349.jpg,15.17
roi35.jpg,Vitiligo Dataset\roi35.jpg,2.6
roi350.jpg,Vitiligo Dataset\roi350.jpg,10.79
roi351.jpg,Vitiligo Dataset\roi351.jpg,11.53
roi352.jpg,Vitiligo Dataset\roi352.jpg,8.59
roi353.jpg,Vitiligo Dataset\roi353.jpg,12.65
roi354.jpg,Vitiligo Dataset\roi354.jpg,6.03
roi355.jpg,Vitiligo Dataset\roi355.jpg,7.56
roi356.jpg,Vitiligo Dataset\roi356.jpg,4.62
roi357.jpg,Vitiligo Dataset\roi357.jpg,3.99
roi358.jpg,Vitiligo Dataset\roi358.jpg,3.2
roi359.jpg,Vitiligo Dataset\roi359.jpg,4.59
roi36.jpg,Vitiligo Dataset\roi36.jpg,3.67
roi360.jpg,Vitiligo Dataset\roi360.jpg,5.2
roi361.jpg,Vitiligo Dataset\roi361.jpg,5.34
roi362.jpg,Vitiligo Dataset\roi362.jpg,4.52
roi363.jpg,Vitiligo Dataset\roi363.jpg,3.69
roi364.jpg,Vitiligo Dataset\roi364.jpg,3.16
roi365.jpg,Vitiligo Dataset\roi365.jpg,6.29
roi366.jpg,Vitiligo Dataset\roi366.jpg,6.18
roi367.jpg,Vitiligo Dataset\roi367.jpg,5.96
roi37.jpg,Vitiligo Dataset\roi37.jpg,3.32
roi38.jpg,Vitiligo Dataset\roi38.jpg,3.44
roi39.jpg,Vitiligo Dataset\roi39.jpg,3.19
roi4.jpg,Vitiligo Dataset\roi4.jpg,5.07
roi40.jpg,Vitiligo Dataset\roi40.jpg,2.84
roi41.jpg,Vitiligo Dataset\roi41.jpg,2.56
roi42.jpg,Vitiligo Dataset\roi42.jpg,3.21
roi43.jpg,Vitiligo Dataset\roi43.jpg,2.66
roi44.jpg,Vitiligo Dataset\roi44.jpg,2.38
roi45.jpg,Vitiligo Dataset\roi45.jpg,4.08
roi46.jpg,Vitiligo Dataset\roi46.jpg,4.39
roi47.jpg,Vitiligo Dataset\roi47.jpg,3.41
roi48.jpg,Vitiligo Dataset\roi48.jpg,2.99
roi49.jpg,Vitiligo Dataset\roi49.jpg,2.67
roi5.jpg,Vitiligo Dataset\roi5.jpg,10.5
roi50.jpg,Vitiligo Dataset\roi50.jpg,5.94
roi51.jpg,Vitiligo Dataset\roi51.jpg,5.11
roi52.jpg,Vitiligo Dataset\roi52.jpg,5.47
roi53.jpg,Vitiligo Dataset\roi53.jpg,5.3
roi54.jpg,Vitiligo Dataset\roi54.jpg,3.8
roi55.jpg,Vitiligo Dataset\roi55.jpg,3.63
roi56.jpg,Vitiligo Dataset\roi56.jpg,3.33
roi57.jpg,Vitiligo Dataset\roi57.jpg,2.33
roi58.jpg,Vitiligo Dataset\roi58.jpg,3.49
roi59.jpg,Vitiligo Dataset\roi59.jpg,2.35
roi6.jpg,Vitiligo Dataset\roi6.jpg,8.65
roi60.jpg,Vitiligo Dataset\roi60.jpg,2.8
roi61.jpg,Vitiligo Dataset\roi61.jpg,3.87
roi62.jpg,Vitiligo Dataset\roi62.jpg,9.78
roi63.jpg,Vitiligo Dataset\roi63.jpg,5.73
roi64.jpg,Vitiligo Dataset\roi64.jpg,6.36
roi65.jpg,Vitiligo Dataset\roi65.jpg,3.2
roi66.jpg,Vitiligo Dataset\roi66.jpg,2.13
roi67.jpg,Vitiligo Dataset\roi67.jpg,2.41
roi68.jpg,Vitiligo Dataset\roi68.jpg,2.6
roi69.jpg,Vitiligo Dataset\roi69.jpg,3.78
roi7.jpg,Vitiligo Dataset\roi7.jpg,8.1
roi70.jpg,Vitiligo Dataset\roi70.jpg,4.1
roi71.jpg,Vitiligo Dataset\roi71.jpg,2.4
roi72.jpg,Vitiligo Dataset\roi72.jpg,4.42
roi73.jpg,Vitiligo Dataset\roi73.jpg,5.06
roi74.jpg,Vitiligo Dataset\roi74.jpg,3.36
roi75.jpg,Vitiligo Dataset\roi75.jpg,3.62
roi76.jpg,Vitiligo Dataset\roi76.jpg,18.95
roi77.jpg,Vitiligo Dataset\roi77.jpg,10.96
roi78.jpg,Vitiligo Dataset\roi78.jpg,10.96
roi79.jpg,Vitiligo Dataset\roi79.jpg,3.76
roi8.jpg,Vitiligo Dataset\roi8.jpg,2.83
roi80.jpg,Vitiligo Dataset\roi80.jpg,2.73
roi81.jpg,Vitiligo Dataset\roi81.jpg,3.14
roi82.jpg,Vitiligo Dataset\roi82.jpg,3.19
roi83.jpg,Vitiligo Dataset\roi83.jpg,3.44
roi84.jpg,Vitiligo Dataset\roi84.jpg,7.47
roi85.jpg,Vitiligo Dataset\roi85.jpg,3.74
roi86.jpg,Vitiligo Dataset\roi86.jpg,3.28
roi87.jpg,Vitiligo Dataset\roi87.jpg,5.3
roi88.jpg,Vitiligo Dataset\roi88.jpg,3.82
roi89.jpg,Vitiligo Dataset\roi89.jpg,3.54
roi9.jpg,Vitiligo Dataset\roi9.jpg,2.78
roi90.jpg,Vitiligo Dataset\roi90.jpg,3.17
roi91.jpg,Vitiligo Dataset\roi91.jpg,3.18
roi92.jpg,Vitiligo Dataset\roi92.jpg,2.45
roi93.jpg,Vitiligo Dataset\roi93.jpg,3.06
roi94.jpg,Vitiligo Dataset\roi94.jpg,2.32
roi95.jpg,Vitiligo Dataset\roi95.jpg,7.16
roi96.jpg,Vitiligo Dataset\roi96.jpg,5.98
roi97.jpg,Vitiligo Dataset\roi97.jpg,2.83
roi98.jpg,Vitiligo Dataset\roi98.jpg,3.09
roi99.jpg,Vitiligo Dataset\roi99.jpg,4.84
Segmental-vitiligo-of-right-flank-1500x1318.jpg,Vitiligo Dataset\Segmental-vitiligo-of-right-flank-1500x1318.jpg,761.23
sunburn-vitiligo.jpg,Vitiligo Dataset\sunburn-vitiligo.jpg,47.09
S_1017_Vitiligo_M2900160.original.width-320.jpg,Vitiligo Dataset\S_1017_Vitiligo_M2900160.original.width-320.jpg,24.0
vitilgo.jpg,Vitiligo Dataset\vitilgo.jpg,112.65
Vitiligo (1).jpg,Vitiligo Dataset\Vitiligo (1).jpg,46.66
vitiligo (2).jpg,Vitiligo Dataset\vitiligo (2).jpg,29.12
vitiligo-0001.jpg,Vitiligo Dataset\vitiligo-0001.jpg,42.37
vitiligo-0002.jpg,Vitiligo Dataset\vitiligo-0002.jpg,42.81
vitiligo-0003.jpg,Vitiligo Dataset\vitiligo-0003.jpg,40.09
vitiligo-0004.jpg,Vitiligo Dataset\vitiligo-0004.jpg,49.22
vitiligo-0005.jpg,Vitiligo Dataset\vitiligo-0005.jpg,47.38
vitiligo-0006.jpg,Vitiligo Dataset\vitiligo-0006.jpg,38.33
vitiligo-0008.jpg,Vitiligo Dataset\vitiligo-0008.jpg,40.42
vitiligo-0009.jpg,Vitiligo Dataset\vitiligo-0009.jpg,42.86
vitiligo-0010.jpg,Vitiligo Dataset\vitiligo-0010.jpg,23.44
vitiligo-0011.jpg,Vitiligo Dataset\vitiligo-0011.jpg,39.29
vitiligo-0012.jpg,Vitiligo Dataset\vitiligo-0012.jpg,46.59
vitiligo-0013.jpg,Vitiligo Dataset\vitiligo-0013.jpg,37.13
vitiligo-0014.jpg,Vitiligo Dataset\vitiligo-0014.jpg,39.29
vitiligo-0015.jpg,Vitiligo Dataset\vitiligo-0015.jpg,56.97
vitiligo-0016.jpg,Vitiligo Dataset\vitiligo-0016.jpg,38.1
vitiligo-0017.jpg,Vitiligo Dataset\vitiligo-0017.jpg,25.76
vitiligo-0018.jpg,Vitiligo Dataset\vitiligo-0018.jpg,31.05
vitiligo-0019.jpg,Vitiligo Dataset\vitiligo-0019.jpg,38.97
vitiligo-0020.jpg,Vitiligo Dataset\vitiligo-0020.jpg,31.48
vitiligo-0021.jpg,Vitiligo Dataset\vitiligo-0021.jpg,37.19
